Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,,Condo,LA Metro,Central Coast,Central Valley,Far North,Inland Empire,S.F. Bay Area,SoCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-99,"$215,822","$312,879",NA,"$133,870",NA,NA,NA,NA,"$97,142",NA,"$120,500","$81,500",NA,"$110,666",NA,"$191,884",NA,"$544,520",NA,"$150,000","$112,499",NA,"$337,000","$260,000",NA,"$276,406","$197,036",NA,"$142,368","$131,481","$277,380","$115,788","$234,933","$387,984","$139,031","$235,555","$479,000","$296,927","$395,000","346,625","$117,777","$106,666","$163,461","$255,000","$117,864",NA,NA,NA,NA,"$264,695",NA,NA,,"$163,690","$191,549","$329,000",NA,NA,"$129,691","$358,007","$240,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-99,"$218,537","$302,842",NA,"$127,333",NA,NA,NA,NA,"$100,000",NA,"$131,999","$87,618",NA,"$113,333",NA,"$188,348",NA,"$531,780",NA,"$162,500","$102,727",NA,"$320,000","$281,818",NA,"$284,027","$201,812",NA,"$146,715","$134,438","$274,000","$115,724","$236,538","$426,530","$144,286","$219,318","$463,500","$347,129","$416,450","350,000","$112,941","$100,000","$167,818","$265,882","$125,312",NA,NA,NA,NA,"$253,883",NA,NA,,"$171,440","$195,467","$338,000",NA,NA,"$132,033","$354,236","$249,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-99,"$225,264","$292,804",NA,"$126,071",NA,NA,NA,NA,"$100,735",NA,"$124,762","$81,818",NA,"$112,307",NA,"$197,781",NA,"$571,428",NA,"$142,857","$112,499",NA,"$278,000","$289,999",NA,"$284,860","$209,615",NA,"$136,326","$132,652","$270,454","$113,923","$238,765","$434,091","$137,842","$217,307","$488,000","$341,301","$425,000","375,000","$110,322","$100,000","$162,453","$262,353","$122,463",NA,NA,NA,NA,"$266,193",NA,NA,,"$170,250","$189,286","$329,000",NA,NA,"$126,940","$357,885","$243,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-00,"$226,870","$323,795",NA,"$120,000",NA,NA,NA,NA,"$105,000",NA,"$112,380","$94,565",NA,"$95,000",NA,"$200,055",NA,"$595,588",NA,"$152,499","$98,888",NA,"$320,000","$270,833",NA,"$290,674","$197,726",NA,"$147,298","$132,317","$335,714","$117,881","$251,212","$420,213","$139,729","$232,499","$534,500","$395,215","$435,000","370,000","$112,307","$105,000","$167,561","$270,652","$116,140",NA,NA,NA,NA,"$273,958",NA,NA,,"$173,280","$196,183","$340,000",NA,NA,"$132,471","$377,046","$225,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-00,"$227,155","$327,747",NA,"$113,076",NA,NA,NA,NA,"$91,875",NA,"$127,200","$83,125",NA,"$136,666",NA,"$194,814",NA,"$645,220",NA,"$142,000","$106,250",NA,"$355,000","$270,000",NA,"$297,649","$199,285",NA,"$152,577","$129,354","$300,000","$109,000","$245,914","$458,999","$147,179","$239,285","$533,000","$373,959","$463,250","415,000","$116,451","$133,333","$171,333","$279,591","$121,000",NA,NA,NA,NA,"$270,723",NA,NA,,"$173,780","$203,045","$378,000",NA,NA,"$133,577","$388,192","$226,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-00,"$233,138","$348,034",NA,"$129,655",NA,NA,NA,NA,"$95,945",NA,"$124,643","$93,600",NA,"$117,691",NA,"$190,354",NA,"$644,480",NA,"$167,000","$104,166",NA,"$363,750","$297,058",NA,"$302,710","$215,948",NA,"$146,922","$135,284","$294,696","$113,346","$256,985","$482,786","$147,058","$246,078","$624,444","$348,122","$522,000","437,000","$116,249","$100,000","$184,418","$284,473","$122,250",NA,NA,NA,NA,"$287,029",NA,NA,,"$176,500","$208,920","$380,700",NA,NA,"$132,416","$422,563","$231,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-00,"$237,057","$371,064",NA,"$124,400",NA,NA,NA,NA,"$101,143",NA,"$123,000","$88,928",NA,"$118,888",NA,"$197,372",NA,"$634,656",NA,"$182,000","$98,999",NA,"$375,000","$284,374",NA,"$317,235","$228,076",NA,"$144,394","$138,234","$315,384","$117,488","$260,625","$538,732","$156,326","$257,143","$650,000","$307,144","$555,444","425,000","$117,142","$108,571","$180,545","$292,696","$124,800",NA,NA,NA,NA,"$304,819",NA,NA,,"$182,680","$214,817","$379,750",NA,NA,"$133,344","$445,103","$235,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-00,"$240,467","$369,383",NA,"$130,666",NA,NA,NA,NA,"$103,780",NA,"$129,200","$76,533",NA,"$117,691",NA,"$184,576",NA,"$675,403",NA,"$152,499","$96,666",NA,"$340,000","$317,742",NA,"$324,188","$224,450",NA,"$158,249","$142,407","$359,999","$115,626","$276,651","$549,157","$151,922","$240,178","$650,000","$333,900","$528,000","462,500","$113,055","$91,250","$191,128","$318,981","$129,638",NA,NA,NA,NA,"$288,775",NA,NA,,"$183,710","$212,703","$400,000",NA,NA,"$138,992","$444,900","$234,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-00,"$243,102","$391,288",NA,"$133,333",NA,NA,NA,NA,"$105,625",NA,"$121,429","$88,461",NA,"$121,053",NA,"$218,166",NA,"$638,297",NA,"$173,999","$107,500",NA,"$330,000","$297,221",NA,"$323,648","$219,932",NA,"$154,360","$145,424","$348,571","$118,078","$271,920","$576,823","$157,803","$249,657","$575,000","$329,346","$540,000","420,000","$123,437","$110,000","$195,151","$338,194","$133,129",NA,NA,NA,NA,"$322,514",NA,NA,,"$186,390","$222,598","$365,000",NA,NA,"$139,776","$450,785","$245,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-00,"$242,097","$372,433",NA,"$140,952",NA,NA,NA,NA,"$98,584",NA,"$133,571","$93,414",NA,"$125,000",NA,"$224,681",NA,"$647,727",NA,"$171,666","$113,076",NA,"$350,000","$298,332",NA,"$318,267","$219,256",NA,"$155,636","$149,116","$336,111","$117,821","$271,755","$489,024","$163,000","$252,326","$595,000","$261,261","$545,000","475,500","$118,332","$98,333","$196,490","$318,333","$134,361",NA,NA,NA,NA,"$297,540",NA,NA,,"$186,480","$217,131","$390,250",NA,NA,"$138,741","$442,082","$235,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-00,"$254,686","$359,120",NA,"$138,332",NA,NA,NA,NA,"$111,133",NA,"$136,428","$92,894",NA,"$128,181",NA,"$233,351",NA,"$632,978",NA,"$165,714","$113,999",NA,"$309,000","$295,832",NA,"$324,695","$227,222",NA,"$162,584","$149,339","$373,809","$121,522","$276,982","$523,196","$158,607","$269,607","$602,000","$333,442","$520,000","454,500","$125,714","$96,666","$203,306","$328,214","$140,602",NA,NA,NA,NA,"$297,395",NA,NA,,"$195,630","$223,885","$359,750",NA,NA,"$142,147","$440,087","$250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-00,"$246,533","$361,250",NA,"$136,538",NA,NA,NA,NA,"$108,169",NA,"$132,916","$94,242",NA,"$140,000",NA,"$245,860",NA,"$626,811",NA,"$177,499","$110,833",NA,"$324,000","$334,091",NA,"$326,737","$223,275",NA,"$163,774","$149,967","$345,000","$124,741","$268,363","$479,729","$171,922","$279,787","$586,000","$252,066","$500,000","466,500","$116,730","$116,666","$202,083","$344,444","$137,078",NA,NA,NA,NA,"$297,088",NA,NA,,"$195,310","$219,173","$390,000",NA,NA,"$145,214","$431,832","$240,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-00,"$251,217","$393,343",NA,"$148,181",NA,NA,NA,NA,"$118,643",NA,"$136,451","$93,571",NA,"$123,571",NA,"$216,145",NA,"$638,157",NA,"$185,000","$125,263",NA,"$382,000","$314,815",NA,"$321,810","$231,849",NA,"$162,780","$149,878","$379,166","$127,600","$279,058","$513,095","$168,792","$279,166","$620,000","$249,286","$526,950","457,000","$124,375","$111,999","$208,863","$334,252","$138,782",NA,NA,NA,NA,"$303,395",NA,NA,,"$198,660","$216,527","$402,500",NA,NA,"$145,135","$447,459","$239,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-00,"$250,662","$406,364",NA,"$136,249",NA,NA,NA,NA,"$104,531",NA,"$139,166","$88,139",NA,"$131,052",NA,"$213,119",NA,"$660,156",NA,"$147,500","$110,000",NA,"$340,000","$322,916",NA,"$316,773","$237,856",NA,"$170,758","$152,972","$355,555","$121,206","$280,492","$558,219","$184,047","$265,555","$585,000","$420,561","$548,250","450,000","$123,636","$148,000","$208,219","$347,345","$141,549",NA,NA,NA,NA,"$293,370",NA,NA,,"$197,710","$219,776","$397,000",NA,NA,"$145,253","$464,236","$241,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-00,"$248,354","$410,952",NA,"$148,095",NA,NA,NA,NA,"$106,202",NA,"$133,636","$90,694",NA,"$134,999",NA,"$221,340",NA,"$658,653",NA,"$167,500","$121,667",NA,"$366,500","$300,000",NA,"$322,046","$235,833",NA,"$162,607","$149,827","$365,714","$118,965","$278,906","$551,948","$172,727","$268,382","$625,000","$298,639","$535,000","477,000","$121,429","$120,000","$208,854","$335,416","$146,718",NA,NA,NA,NA,"$298,450",NA,NA,,"$190,240","$214,422","$415,000",NA,NA,"$141,017","$452,396","$231,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-01,"$244,112","$391,303",NA,"$142,222","$188,571",NA,NA,NA,"$101,200",NA,"$137,332","$85,952",NA,"$114,444",NA,"$213,796",NA,"$662,878",NA,"$180,000","$123,750",NA,"$352,000","$335,294","$229,166","$326,470","$241,802",NA,"$155,660","$152,052","$365,517","$113,863","$282,176","$564,453","$185,135","$280,624","$649,950","$379,052","$574,000","467,880","$122,286","$92,500","$211,956","$339,473","$140,968",NA,NA,NA,NA,"$289,285",NA,NA,,"$197,920","$214,431","$397,600",NA,NA,"$134,286","$453,991","$233,050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-01,"$241,693","$400,962",NA,"$142,308","$197,499",NA,NA,NA,"$102,909",NA,"$139,090","$96,499",NA,"$137,142",NA,"$213,684",NA,"$668,749",NA,"$154,999","$131,999",NA,"$358,950","$301,923","$220,238","$328,904","$241,666",NA,"$161,846","$163,600","$377,499","$118,118","$285,922","$573,529","$187,575","$294,374","$671,000","$360,603","$552,000","480,000","$122,500","$110,000","$223,287","$375,268","$149,677",NA,NA,NA,NA,"$289,499",NA,NA,,"$198,470","$221,303","$410,000",NA,NA,"$141,639","$466,938","$238,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-01,"$257,548","$421,542",NA,"$149,166","$176,666",NA,NA,NA,"$112,257",NA,"$134,499","$95,238",NA,"$132,499",NA,"$216,504",NA,"$662,499",NA,"$175,999","$122,143",NA,"$335,000","$315,000","$238,888","$346,730","$255,385",NA,"$164,951","$166,875","$361,764","$127,226","$285,534","$581,395","$189,354","$286,922","$612,500","$357,943","$565,000","499,000","$132,618","$92,500","$229,279","$361,654","$155,692",NA,NA,NA,NA,"$299,050",NA,NA,,"$207,620","$230,831","$400,000",NA,NA,"$145,362","$473,912","$257,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,"$255,310","$426,373",NA,"$141,579","$183,333",NA,NA,NA,"$117,499",NA,"$142,857","$101,875",NA,"$140,000",NA,"$213,628",NA,"$726,851",NA,"$197,499","$127,143",NA,"$340,000","$326,000","$262,500","$348,414","$263,021",NA,"$171,052","$172,235","$367,391","$127,434","$300,938","$593,160","$197,948","$278,378","$595,000","$384,062","$525,500","530,000","$131,333","$98,333","$240,089","$347,014","$154,999",NA,NA,NA,NA,"$300,641",NA,NA,,"$198,620","$229,638","$402,500",NA,NA,"$152,498","$463,207","$251,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-01,"$255,857","$394,444",NA,"$149,600","$187,500",NA,NA,NA,"$116,978",NA,"$135,277","$99,305",NA,"$147,692",NA,"$212,274",NA,"$671,874",NA,"$205,000","$121,429",NA,"$352,500","$355,263","$242,423","$355,043","$243,181",NA,"$179,847","$172,235","$379,411","$130,446","$293,312","$557,243","$186,666","$275,000","$589,000","$300,761","$532,000","505,000","$134,893","$140,000","$235,688","$361,458","$160,000",NA,NA,NA,NA,"$317,677",NA,NA,,"$204,050","$234,765","$435,000",NA,NA,"$158,169","$461,369","$259,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-01,"$267,412","$405,389",NA,"$153,636","$188,000",NA,NA,NA,"$117,640",NA,"$140,455","$99,599",NA,"$138,666",NA,"$244,664",NA,"$685,810",NA,"$252,273","$142,000",NA,"$340,000","$329,032","$266,176","$355,252","$257,422",NA,"$184,446","$179,270","$355,263","$133,956","$301,185","$555,435","$196,481","$299,527","$584,500","$346,395","$547,500","473,500","$131,399","$130,000","$240,584","$362,654","$165,294",NA,NA,NA,NA,"$323,770",NA,NA,,"$205,710","$243,526","$384,500",NA,NA,"$162,103","$473,139","$269,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-01,"$267,517","$404,872",NA,"$154,374","$252,500",NA,NA,NA,"$126,753",NA,"$151,333","$102,763",NA,"$135,833",NA,"$252,020",NA,"$687,499",NA,"$233,333","$131,428",NA,"$375,000","$304,762","$256,250","$359,110","$243,975",NA,"$178,279","$177,017","$365,384","$134,593","$308,696","$556,930","$188,571","$298,437","$591,000","$441,566","$525,000","522,500","$135,454","$125,000","$244,160","$366,399","$167,470",NA,NA,NA,NA,"$338,554",NA,NA,,"$205,880","$243,693","$449,000",NA,NA,"$159,341","$468,331","$270,875",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-01,"$282,421","$408,836",NA,"$153,103","$185,000",NA,NA,NA,"$122,716",NA,"$142,083","$110,515",NA,"$151,666",NA,"$254,947",NA,"$682,064",NA,"$213,889","$139,230",NA,"$350,000","$342,647","$263,970","$367,695","$270,833",NA,"$181,035","$177,911","$350,000","$132,461","$313,389","$536,765","$199,244","$284,821","$575,000","$417,599","$510,000","472,500","$132,407","$125,555","$245,129","$351,874","$163,708",NA,NA,NA,NA,"$343,049",NA,NA,,"$202,720","$245,718","$399,000",NA,NA,"$160,652","$462,573","$276,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-01,"$275,624","$385,210",NA,"$158,635","$175,999",NA,NA,NA,"$129,866",NA,"$145,714","$101,884",NA,"$134,999",NA,"$276,206",NA,"$672,101",NA,"$182,500","$132,941",NA,"$380,000","$384,090","$262,838","$356,230","$260,185",NA,"$195,097","$174,398","$388,094","$131,104","$314,646","$519,578","$190,399","$302,419","$571,000","$302,479","$500,000","470,000","$135,151","$100,000","$244,564","$356,164","$169,833",NA,NA,NA,NA,"$343,662",NA,NA,,"$207,350","$249,427","$425,000",NA,NA,"$166,653","$449,405","$272,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-01,"$263,020","$388,753",NA,"$149,375","$196,666",NA,NA,NA,"$124,627",NA,"$145,714","$105,901",NA,"$138,888",NA,"$244,995",NA,"$639,344",NA,"$227,083","$138,823",NA,"$345,000","$325,000","$239,422","$356,688","$255,208",NA,"$178,825","$175,513","$369,999","$133,785","$294,246","$515,060","$194,249","$295,832","$582,000","$317,978","$480,000","475,000","$134,827","$132,307","$237,194","$356,818","$170,123",NA,NA,NA,NA,"$329,444",NA,NA,,"$204,330","$237,773","$390,000",NA,NA,"$157,461","$441,176","$260,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-01,"$270,210","$389,887",NA,"$154,799","$188,571",NA,NA,NA,"$130,689",NA,"$154,545","$101,786",NA,"$147,777",NA,"$239,008",NA,"$648,333",NA,"$170,000","$149,375",NA,"$350,000","$371,428","$257,895","$356,335","$262,222",NA,"$187,220","$177,342","$358,695","$138,922","$298,057","$550,324","$200,806","$309,574","$569,500","$310,680","$498,800","490,000","$136,571","$130,000","$233,514","$355,468","$164,545",NA,NA,NA,NA,"$341,562",NA,NA,,"$206,410","$243,376","$399,000",NA,NA,"$162,736","$452,263","$269,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-01,"$281,332","$394,957",NA,"$152,631","$188,000",NA,NA,NA,"$128,630",NA,"$141,875","$105,438",NA,"$132,999",NA,"$255,191",NA,"$665,254",NA,"$197,999","$117,856",NA,"$350,000","$337,931","$255,882","$360,836","$259,914",NA,"$183,627","$178,283","$342,105","$137,889","$311,835","$536,765","$200,943","$305,814","$574,950","$336,700","$495,000","470,000","$140,500","$123,333","$243,181","$349,248","$165,652",NA,NA,NA,NA,"$317,836",NA,NA,,"$214,100","$244,761","$399,000",NA,NA,"$162,244","$452,474","$274,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-02,"$287,076","$390,576",NA,"$158,332","$203,571",NA,NA,NA,"$128,888",NA,"$157,142","$107,391",NA,"$146,000",NA,"$258,972",NA,"$643,616",NA,"$200,000","$137,499",NA,"$365,000","$343,750","$264,285","$362,007","$258,750",NA,"$179,024","$179,385","$355,555","$136,576","$304,155","$487,499","$198,787","$327,000","$570,000","$366,906","$493,500","475,000","$142,500","$133,333","$239,822","$353,461","$168,181",NA,NA,"$95,000",NA,"$329,341",NA,NA,,"$220,230","$250,362","$410,000",NA,NA,"$156,654","$449,052","$274,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-02,"$294,865","$405,181",NA,"$163,684","$193,333",NA,NA,NA,"$134,038",NA,"$148,000","$103,962",NA,"$148,750",NA,"$251,811",NA,"$625,000",NA,"$208,333","$146,923",NA,"$400,000","$335,714","$269,444","$369,821","$271,875",NA,"$184,715","$182,840","$356,666","$131,963","$326,731","$503,623","$207,792","$300,000","$575,000","$430,265","$520,000","484,050","$138,181","$133,333","$241,666","$365,957","$174,848",NA,NA,"$98,333",NA,"$337,368",NA,NA,,"$224,840","$265,587","$439,000",NA,NA,"$163,256","$464,169","$290,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-02,"$305,838","$403,448",NA,"$174,090","$192,857",NA,NA,NA,"$131,818",NA,"$147,368","$112,711",NA,"$144,286",NA,"$253,609",NA,"$704,545",NA,"$232,142","$143,750",NA,"$366,000","$351,020","$257,143","$379,278","$266,791",NA,"$192,422","$187,196","$368,333","$134,868","$338,414","$593,160","$206,308","$327,206","$612,500","$417,020","$535,000","497,000","$143,571","$122,500","$250,926","$367,942","$177,113",NA,NA,"$108,500",NA,"$336,345",NA,NA,,"$235,470","$271,657","$423,000",NA,NA,"$166,280","$485,311","$297,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-02,"$317,121","$455,749",NA,"$165,789","$197,999",NA,NA,NA,"$127,272",NA,"$155,555","$106,913",NA,"$160,000",NA,"$260,195",NA,"$754,167",NA,"$207,143","$144,000",NA,"$358,550","$365,999","$273,214","$392,999","$267,187",NA,"$196,304","$195,953","$362,499","$137,939","$345,537","$579,724","$211,250","$320,225","$641,000","$532,909","$550,000","491,000","$160,968","$110,000","$260,271","$376,157","$177,529",NA,NA,"$110,000",NA,"$355,075",NA,NA,,"$238,450","$279,519","$399,000",NA,NA,"$164,779","$499,835","$310,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-02,"$319,591","$447,773",NA,"$171,904","$194,285",NA,NA,NA,"$134,444",NA,"$161,538","$115,256",NA,"$157,777",NA,"$251,712",NA,"$730,931",NA,"$262,500","$153,076",NA,"$367,500","$389,188","$277,083","$409,177","$287,375",NA,"$200,086","$206,486","$384,999","$141,828","$370,312","$635,551","$225,173","$334,810","$645,000","$352,356","$578,750","532,000","$151,999","$123,333","$267,835","$379,019","$182,551",NA,NA,"$116,666",NA,"$364,040",NA,NA,,"$241,190","$279,797","$440,000",NA,NA,"$175,097","$509,243","$314,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun-02,"$324,638","$471,222",NA,"$176,363","$219,117",NA,NA,NA,"$148,947",NA,"$174,615","$116,295",NA,"$193,999",NA,"$286,326",NA,"$722,876",NA,"$198,888","$157,856",NA,"$400,000","$424,193","$289,843","$428,608","$292,592",NA,"$208,197","$216,613","$372,618","$144,109","$368,654","$620,967","$232,024","$348,701","$629,000","$409,165","$575,000","520,000","$156,764","$135,714","$273,046","$389,062","$189,876",NA,NA,"$115,714",NA,"$361,697",NA,NA,,"$242,170","$286,487","$439,000",NA,NA,"$181,932","$525,163","$325,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-02,"$321,903","$464,999",NA,"$185,789","$228,124",NA,NA,NA,"$145,671",NA,"$177,499","$117,030",NA,"$166,154",NA,"$291,245",NA,"$744,844",NA,"$217,500","$157,058",NA,"$366,500","$386,956","$293,420","$430,239","$289,150",NA,"$211,339","$214,482","$369,767","$148,945","$376,251","$614,436","$227,007","$335,937","$635,000","$420,046","$560,000","535,000","$147,857","$134,999","$276,050","$389,582","$191,910",NA,NA,"$119,374",NA,"$395,708",NA,NA,,"$248,890","$285,087","$437,500",NA,NA,"$182,453","$505,598","$319,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug-02,"$334,273","$460,958",NA,"$187,777","$235,714",NA,NA,NA,"$150,166",NA,"$170,000","$127,143",NA,"$163,077",NA,"$304,918",NA,"$730,669",NA,"$252,778","$154,117",NA,"$395,000","$388,775","$287,142","$432,768","$307,727",NA,"$211,282","$221,107","$369,117","$145,980","$378,834","$594,890","$232,993","$364,285","$655,000","$448,660","$540,000","539,500","$151,860","$152,857","$277,321","$392,561","$193,764",NA,NA,"$123,421",NA,"$388,693",NA,NA,,"$231,710","$287,503","$429,000",NA,NA,"$181,285","$497,041","$318,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep-02,"$322,452","$459,832",NA,"$185,714","$229,999",NA,NA,NA,"$151,384",NA,"$180,870","$125,082",NA,"$193,749",NA,"$325,418",NA,"$728,895",NA,"$252,273","$171,111",NA,"$398,000","$393,902","$301,724","$428,988","$292,582",NA,"$213,328","$225,553","$385,713","$154,986","$383,075","$597,098","$235,083","$369,642","$637,500","$350,649","$550,000","532,000","$160,400","$142,857","$287,930","$386,538","$196,351",NA,NA,"$114,499",NA,"$393,442",NA,NA,,"$248,790","$288,543","$447,500",NA,NA,"$188,057","$496,432","$321,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct-02,"$324,672","$452,391",NA,"$182,105","$239,062",NA,NA,NA,"$158,627",NA,"$181,111","$128,026",NA,"$170,624",NA,"$294,631",NA,"$730,654",NA,"$240,624","$170,000",NA,"$382,500","$395,237","$289,814","$429,023","$294,185",NA,"$212,534","$223,006","$377,940","$154,136","$378,293","$610,294","$234,601","$348,684","$600,000","$459,291","$535,000","520,000","$170,249","$135,999","$288,533","$381,531","$195,463",NA,NA,"$118,571",NA,"$391,122",NA,NA,,"$248,470","$290,184","$437,500",NA,NA,"$184,004","$497,133","$321,450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-02,"$328,440","$450,990",NA,"$192,666","$233,333",NA,NA,NA,"$156,229",NA,"$183,077","$131,666",NA,"$182,000",NA,"$288,319",NA,"$743,242",NA,"$260,416","$177,999",NA,"$375,000","$398,717","$328,571","$427,126","$308,163",NA,"$225,378","$225,000","$378,124","$157,278","$378,036","$616,228","$229,094","$358,552","$615,000","$378,370","$530,000","510,000","$169,600","$131,666","$284,878","$381,614","$198,461",NA,NA,"$116,128",NA,"$387,349",NA,NA,,"$256,060","$292,584","$429,000",NA,NA,"$188,904","$490,500","$319,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-02,"$338,836","$453,079",NA,"$200,000","$233,928",NA,NA,NA,"$150,526",NA,"$182,273","$130,517",NA,"$186,154",NA,"$307,489",NA,"$668,631",NA,"$246,874","$167,857",NA,"$365,000","$401,923","$343,181","$428,313","$297,618",NA,"$218,657","$226,899","$397,499","$153,868","$381,440","$588,235","$233,147","$363,559","$597,000","$372,587","$532,750","518,250","$165,769","$131,666","$287,294","$382,376","$202,419",NA,NA,"$112,580",NA,"$400,407",NA,NA,,"$253,560","$293,910","$415,000",NA,NA,"$185,623","$489,502","$324,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-03,"$336,212","$441,025",NA,"$186,923","$226,923",NA,NA,NA,"$158,541",NA,"$183,571","$126,379",NA,"$172,857",NA,"$302,861",NA,"$679,824","$185,000","$246,874","$186,666",NA,"$409,000","$462,499","$330,000","$442,753","$296,773",NA,"$214,921","$227,403","$393,749","$160,694","$385,848","$596,649","$232,568","$371,874","$597,500","$403,850","$510,000","512,000","$171,481","$153,333","$279,064","$394,656","$202,381",NA,NA,"$118,845","$229,166","$403,043",NA,NA,,"$254,400","$297,528","$435,000",NA,NA,"$185,249","$481,997","$270,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-03,"$326,645","$439,080",NA,"$189,090","$227,272",NA,NA,NA,"$158,166",NA,"$181,538","$129,555",NA,"$157,999",NA,"$291,928",NA,"$704,860","$140,000","$309,091","$178,888",NA,"$369,900","$410,714","$279,999","$447,885","$289,178",NA,"$225,289","$228,820","$379,031","$154,696","$385,167","$613,013","$231,122","$364,583","$620,750","$455,671","$535,000","525,000","$176,538","$150,000","$291,413","$392,085","$203,571",NA,NA,"$118,799","$214,583","$397,058",NA,NA,,"$262,770","$306,346","$430,000",NA,NA,"$188,548","$485,225","$280,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
